Method,Test Runs,Original Image,Original Image Size (KB),Original Image Path,Compressed Image,Compressed Image Size (KB),Compressed Image Path,Compression Ratio,Build Tree Time (ms),Nearest Search Time (ms),CNN Inference Time (ms),Encoding Time (s),Decoding Time (s),PSNR (dB),SSIM,Blocks (blocks/s)
kd-tree-only,3,glioma_0159.jpg,34.04,data/dataset/glioma\glioma_0159.jpg,kd-tree-only_3_compressed_glioma_0159.jpg,6.13,data/compressed/multiTest\kd-tree-only_3_compressed_glioma_0159.jpg,1:5,3.2578,3.127,0,3.2305,0.036,27.4012,0.8677,0
kd-tree-only,3,glioma_0934.jpg,19.43,data/dataset/glioma\glioma_0934.jpg,kd-tree-only_3_compressed_glioma_0934.jpg,3.59,data/compressed/multiTest\kd-tree-only_3_compressed_glioma_0934.jpg,1:5,3.0746,3.349,0,3.4631,0.035,30.7906,0.9321,0
kd-tree-only,3,glioma_0171.jpg,19.81,data/dataset/glioma\glioma_0171.jpg,kd-tree-only_3_compressed_glioma_0171.jpg,3.68,data/compressed/multiTest\kd-tree-only_3_compressed_glioma_0171.jpg,1:5,2.715,3.9076,0,4.0502,0.0477,30.8056,0.9444,0
kd-tree-only,3,glioma_0111.jpg,19.91,data/dataset/glioma\glioma_0111.jpg,kd-tree-only_3_compressed_glioma_0111.jpg,3.71,data/compressed/multiTest\kd-tree-only_3_compressed_glioma_0111.jpg,1:5,4.2581,3.3328,0,3.4494,0.0285,32.8328,0.9333,0
kd-tree-only,3,glioma_0918.jpg,19.93,data/dataset/glioma\glioma_0918.jpg,kd-tree-only_3_compressed_glioma_0918.jpg,3.83,data/compressed/multiTest\kd-tree-only_3_compressed_glioma_0918.jpg,1:5,2.9231,3.4344,0,3.5638,0.0341,30.1536,0.9273,0
kd-tree-only,3,glioma_0558.jpg,20.02,data/dataset/glioma\glioma_0558.jpg,kd-tree-only_3_compressed_glioma_0558.jpg,3.78,data/compressed/multiTest\kd-tree-only_3_compressed_glioma_0558.jpg,1:5,3.4186,3.4165,0,3.5282,0.0298,29.1673,0.9338,0
kd-tree-only,3,pituitary_0048.jpg,328.59,data/dataset/pituitary\pituitary_0048.jpg,kd-tree-only_3_compressed_pituitary_0048.jpg,11.33,data/compressed/multiTest\kd-tree-only_3_compressed_pituitary_0048.jpg,1:29,3.2122,3.0536,0,3.1611,0.0343,22.0562,0.7293,0
kd-tree-only,3,pituitary_0681.jpg,266.28,data/dataset/pituitary\pituitary_0681.jpg,kd-tree-only_3_compressed_pituitary_0681.jpg,11.32,data/compressed/multiTest\kd-tree-only_3_compressed_pituitary_0681.jpg,1:23,3.0906,3.1181,0,3.2202,0.0361,22.6735,0.719,0
kd-tree-only,3,pituitary_0287.jpg,236.31,data/dataset/pituitary\pituitary_0287.jpg,kd-tree-only_3_compressed_pituitary_0287.jpg,7.96,data/compressed/multiTest\kd-tree-only_3_compressed_pituitary_0287.jpg,1:29,3.4238,3.0399,0,3.1419,0.0279,23.3067,0.8145,0
kd-tree-only,3,pituitary_0798.jpg,147.91,data/dataset/pituitary\pituitary_0798.jpg,kd-tree-only_3_compressed_pituitary_0798.jpg,8.68,data/compressed/multiTest\kd-tree-only_3_compressed_pituitary_0798.jpg,1:17,3.4031,3.0443,0,3.1515,0.0298,24.2288,0.7889,0
kd-tree-only,3,pituitary_0598.jpg,124.3,data/dataset/pituitary\pituitary_0598.jpg,kd-tree-only_3_compressed_pituitary_0598.jpg,9.85,data/compressed/multiTest\kd-tree-only_3_compressed_pituitary_0598.jpg,1:12,3.3806,3.0456,0,3.1546,0.0312,24.4496,0.8051,0
kd-tree-only,3,pituitary_0274.jpg,48.93,data/dataset/pituitary\pituitary_0274.jpg,kd-tree-only_3_compressed_pituitary_0274.jpg,8.22,data/compressed/multiTest\kd-tree-only_3_compressed_pituitary_0274.jpg,1:5,2.9973,3.0987,0,3.2062,0.0297,24.3755,0.824,0
kd-tree-only,3,pituitary_0873.jpg,48.93,data/dataset/pituitary\pituitary_0873.jpg,kd-tree-only_3_compressed_pituitary_0873.jpg,8.67,data/compressed/multiTest\kd-tree-only_3_compressed_pituitary_0873.jpg,1:5,3.1565,3.0754,0,3.1775,0.0349,23.3793,0.8109,0
kd-tree-only,3,pituitary_0971.jpg,48.95,data/dataset/pituitary\pituitary_0971.jpg,kd-tree-only_3_compressed_pituitary_0971.jpg,8.41,data/compressed/multiTest\kd-tree-only_3_compressed_pituitary_0971.jpg,1:5,3.1706,3.0507,0,3.1585,0.0312,24.5391,0.8008,0
kd-tree-only,3,pituitary_0816.jpg,48.95,data/dataset/pituitary\pituitary_0816.jpg,kd-tree-only_3_compressed_pituitary_0816.jpg,8.73,data/compressed/multiTest\kd-tree-only_3_compressed_pituitary_0816.jpg,1:5,3.215,3.056,0,3.1608,0.0282,24.8807,0.8196,0
kd-tree-only,3,pituitary_0217.jpg,48.97,data/dataset/pituitary\pituitary_0217.jpg,kd-tree-only_3_compressed_pituitary_0217.jpg,8.58,data/compressed/multiTest\kd-tree-only_3_compressed_pituitary_0217.jpg,1:5,3.4669,3.0848,0,3.1861,0.0366,24.797,0.7965,0
kd-tree-only,3,pituitary_0106.jpg,20.61,data/dataset/pituitary\pituitary_0106.jpg,kd-tree-only_3_compressed_pituitary_0106.jpg,9.92,data/compressed/multiTest\kd-tree-only_3_compressed_pituitary_0106.jpg,1:2,3.4379,3.313,0,3.4335,0.0338,25.1625,0.7151,0
kd-tree-only,3,pituitary_0249.jpg,20.92,data/dataset/pituitary\pituitary_0249.jpg,kd-tree-only_3_compressed_pituitary_0249.jpg,10.2,data/compressed/multiTest\kd-tree-only_3_compressed_pituitary_0249.jpg,1:2,3.3187,3.1826,0,3.2985,0.0398,24.2659,0.687,0
kd-tree-only,3,pituitary_0498.jpg,20.98,data/dataset/pituitary\pituitary_0498.jpg,kd-tree-only_3_compressed_pituitary_0498.jpg,10.35,data/compressed/multiTest\kd-tree-only_3_compressed_pituitary_0498.jpg,1:2,3.0435,3.2832,0,3.4091,0.0338,24.3704,0.7008,0
kd-tree-only,3,pituitary_0218.jpg,21.46,data/dataset/pituitary\pituitary_0218.jpg,kd-tree-only_3_compressed_pituitary_0218.jpg,10.33,data/compressed/multiTest\kd-tree-only_3_compressed_pituitary_0218.jpg,1:2,119.1854,3.35,0,3.5897,0.0396,24.4273,0.6904,0
kd-tree-only,3,pituitary_0499.jpg,21.79,data/dataset/pituitary\pituitary_0499.jpg,kd-tree-only_3_compressed_pituitary_0499.jpg,10.5,data/compressed/multiTest\kd-tree-only_3_compressed_pituitary_0499.jpg,1:2,3.0731,3.2229,0,3.3252,0.0482,24.1036,0.6817,0
kd-tree-only,4,glioma_0132.jpg,53.32,data/dataset/glioma\glioma_0132.jpg,kd-tree-only_4_compressed_glioma_0132.jpg,9.64,data/compressed/multiTest\kd-tree-only_4_compressed_glioma_0132.jpg,1:5,3.0233,3.0886,0,3.1984,0.0427,23.0564,0.7623,0
kd-tree-only,4,glioma_0990.jpg,53.23,data/dataset/glioma\glioma_0990.jpg,kd-tree-only_4_compressed_glioma_0990.jpg,9.3,data/compressed/multiTest\kd-tree-only_4_compressed_glioma_0990.jpg,1:5,3.7346,3.1213,0,3.2275,0.0343,23.5434,0.774,0
kd-tree-only,4,glioma_0322.jpg,52.54,data/dataset/glioma\glioma_0322.jpg,kd-tree-only_4_compressed_glioma_0322.jpg,9.14,data/compressed/multiTest\kd-tree-only_4_compressed_glioma_0322.jpg,1:5,3.215,3.0618,0,3.1762,0.0333,23.6845,0.7848,0
kd-tree-only,4,glioma_0296.jpg,52.2,data/dataset/glioma\glioma_0296.jpg,kd-tree-only_4_compressed_glioma_0296.jpg,8.55,data/compressed/multiTest\kd-tree-only_4_compressed_glioma_0296.jpg,1:6,3.2964,3.0854,0,3.1814,0.0478,26.6525,0.8117,0
kd-tree-only,4,glioma_0102.jpg,50.99,data/dataset/glioma\glioma_0102.jpg,kd-tree-only_4_compressed_glioma_0102.jpg,8.86,data/compressed/multiTest\kd-tree-only_4_compressed_glioma_0102.jpg,1:5,3.4109,3.1003,0,3.205,0.0309,24.6696,0.7722,0
kd-tree-only,4,glioma_0840.jpg,34.0,data/dataset/glioma\glioma_0840.jpg,kd-tree-only_4_compressed_glioma_0840.jpg,5.81,data/compressed/multiTest\kd-tree-only_4_compressed_glioma_0840.jpg,1:5,2.8554,3.2519,0,3.3631,0.0395,26.5523,0.8803,0
kd-tree-only,4,glioma_0557.jpg,34.01,data/dataset/glioma\glioma_0557.jpg,kd-tree-only_4_compressed_glioma_0557.jpg,6.29,data/compressed/multiTest\kd-tree-only_4_compressed_glioma_0557.jpg,1:5,3.8639,3.1789,0,3.3036,0.0349,25.044,0.8653,0
kd-tree-only,4,glioma_0386.jpg,34.02,data/dataset/glioma\glioma_0386.jpg,kd-tree-only_4_compressed_glioma_0386.jpg,6.06,data/compressed/multiTest\kd-tree-only_4_compressed_glioma_0386.jpg,1:5,3.2081,3.1565,0,3.2675,0.0563,28.2083,0.8658,0
kd-tree-only,4,glioma_0769.jpg,34.04,data/dataset/glioma\glioma_0769.jpg,kd-tree-only_4_compressed_glioma_0769.jpg,6.25,data/compressed/multiTest\kd-tree-only_4_compressed_glioma_0769.jpg,1:5,4.1549,3.205,0,3.3117,0.0328,26.1737,0.8608,0
kd-tree-only,4,glioma_0159.jpg,34.04,data/dataset/glioma\glioma_0159.jpg,kd-tree-only_4_compressed_glioma_0159.jpg,6.13,data/compressed/multiTest\kd-tree-only_4_compressed_glioma_0159.jpg,1:5,3.138,3.1311,0,3.2459,0.0373,27.4012,0.8677,0
kd-tree-only,4,glioma_0934.jpg,19.43,data/dataset/glioma\glioma_0934.jpg,kd-tree-only_4_compressed_glioma_0934.jpg,3.59,data/compressed/multiTest\kd-tree-only_4_compressed_glioma_0934.jpg,1:5,2.9013,3.3298,0,3.4314,0.044,30.7906,0.9321,0
kd-tree-only,4,glioma_0171.jpg,19.81,data/dataset/glioma\glioma_0171.jpg,kd-tree-only_4_compressed_glioma_0171.jpg,3.68,data/compressed/multiTest\kd-tree-only_4_compressed_glioma_0171.jpg,1:5,2.813,3.7521,0,3.9067,0.0381,30.8056,0.9444,0
kd-tree-only,4,glioma_0111.jpg,19.91,data/dataset/glioma\glioma_0111.jpg,kd-tree-only_4_compressed_glioma_0111.jpg,3.71,data/compressed/multiTest\kd-tree-only_4_compressed_glioma_0111.jpg,1:5,2.9498,3.2614,0,3.3827,0.034,32.8328,0.9333,0
kd-tree-only,4,glioma_0918.jpg,19.93,data/dataset/glioma\glioma_0918.jpg,kd-tree-only_4_compressed_glioma_0918.jpg,3.83,data/compressed/multiTest\kd-tree-only_4_compressed_glioma_0918.jpg,1:5,3.0821,3.3746,0,3.4786,0.0483,30.1536,0.9273,0
kd-tree-only,4,glioma_0558.jpg,20.02,data/dataset/glioma\glioma_0558.jpg,kd-tree-only_4_compressed_glioma_0558.jpg,3.78,data/compressed/multiTest\kd-tree-only_4_compressed_glioma_0558.jpg,1:5,3.2703,3.3302,0,3.4376,0.0387,29.1673,0.9338,0
kd-tree-only,4,pituitary_0048.jpg,328.59,data/dataset/pituitary\pituitary_0048.jpg,kd-tree-only_4_compressed_pituitary_0048.jpg,11.33,data/compressed/multiTest\kd-tree-only_4_compressed_pituitary_0048.jpg,1:29,3.4421,3.1119,0,3.2164,0.0433,22.0562,0.7293,0
kd-tree-only,4,pituitary_0681.jpg,266.28,data/dataset/pituitary\pituitary_0681.jpg,kd-tree-only_4_compressed_pituitary_0681.jpg,11.32,data/compressed/multiTest\kd-tree-only_4_compressed_pituitary_0681.jpg,1:23,3.2971,3.1001,0,3.1945,0.0452,22.6735,0.719,0
kd-tree-only,4,pituitary_0287.jpg,236.31,data/dataset/pituitary\pituitary_0287.jpg,kd-tree-only_4_compressed_pituitary_0287.jpg,7.96,data/compressed/multiTest\kd-tree-only_4_compressed_pituitary_0287.jpg,1:29,3.3983,2.9549,0,3.0487,0.0612,23.3067,0.8145,0
kd-tree-only,4,pituitary_0798.jpg,147.91,data/dataset/pituitary\pituitary_0798.jpg,kd-tree-only_4_compressed_pituitary_0798.jpg,8.68,data/compressed/multiTest\kd-tree-only_4_compressed_pituitary_0798.jpg,1:17,4.0242,2.973,0,3.0874,0.0291,24.2288,0.7889,0
kd-tree-only,4,pituitary_0598.jpg,124.3,data/dataset/pituitary\pituitary_0598.jpg,kd-tree-only_4_compressed_pituitary_0598.jpg,9.85,data/compressed/multiTest\kd-tree-only_4_compressed_pituitary_0598.jpg,1:12,3.952,2.9809,0,3.0829,0.0342,24.4496,0.8051,0
kd-tree-only,4,pituitary_0274.jpg,48.93,data/dataset/pituitary\pituitary_0274.jpg,kd-tree-only_4_compressed_pituitary_0274.jpg,8.22,data/compressed/multiTest\kd-tree-only_4_compressed_pituitary_0274.jpg,1:5,3.0497,3.0222,0,3.1396,0.0336,24.3755,0.824,0
kd-tree-only,4,pituitary_0873.jpg,48.93,data/dataset/pituitary\pituitary_0873.jpg,kd-tree-only_4_compressed_pituitary_0873.jpg,8.67,data/compressed/multiTest\kd-tree-only_4_compressed_pituitary_0873.jpg,1:5,2.9942,3.04,0,3.1579,0.0349,23.3793,0.8109,0
kd-tree-only,4,pituitary_0971.jpg,48.95,data/dataset/pituitary\pituitary_0971.jpg,kd-tree-only_4_compressed_pituitary_0971.jpg,8.41,data/compressed/multiTest\kd-tree-only_4_compressed_pituitary_0971.jpg,1:5,3.5179,3.0449,0,3.1583,0.034,24.5391,0.8008,0
kd-tree-only,4,pituitary_0816.jpg,48.95,data/dataset/pituitary\pituitary_0816.jpg,kd-tree-only_4_compressed_pituitary_0816.jpg,8.73,data/compressed/multiTest\kd-tree-only_4_compressed_pituitary_0816.jpg,1:5,3.5888,3.1107,0,3.2262,0.0334,24.8807,0.8196,0
kd-tree-only,4,pituitary_0217.jpg,48.97,data/dataset/pituitary\pituitary_0217.jpg,kd-tree-only_4_compressed_pituitary_0217.jpg,8.58,data/compressed/multiTest\kd-tree-only_4_compressed_pituitary_0217.jpg,1:5,3.4158,3.0536,0,3.1752,0.0332,24.797,0.7965,0
kd-tree-only,4,pituitary_0106.jpg,20.61,data/dataset/pituitary\pituitary_0106.jpg,kd-tree-only_4_compressed_pituitary_0106.jpg,9.92,data/compressed/multiTest\kd-tree-only_4_compressed_pituitary_0106.jpg,1:2,2.9833,3.2383,0,3.3391,0.0481,25.1625,0.7151,0
kd-tree-only,4,pituitary_0249.jpg,20.92,data/dataset/pituitary\pituitary_0249.jpg,kd-tree-only_4_compressed_pituitary_0249.jpg,10.2,data/compressed/multiTest\kd-tree-only_4_compressed_pituitary_0249.jpg,1:2,3.0812,3.1874,0,3.2984,0.0328,24.2659,0.687,0
kd-tree-only,4,pituitary_0498.jpg,20.98,data/dataset/pituitary\pituitary_0498.jpg,kd-tree-only_4_compressed_pituitary_0498.jpg,10.35,data/compressed/multiTest\kd-tree-only_4_compressed_pituitary_0498.jpg,1:2,2.9944,3.2702,0,3.3965,0.0448,24.3704,0.7008,0
kd-tree-only,4,pituitary_0218.jpg,21.46,data/dataset/pituitary\pituitary_0218.jpg,kd-tree-only_4_compressed_pituitary_0218.jpg,10.33,data/compressed/multiTest\kd-tree-only_4_compressed_pituitary_0218.jpg,1:2,3.9404,3.3211,0,3.446,0.0246,24.4273,0.6904,0
kd-tree-only,4,pituitary_0499.jpg,21.79,data/dataset/pituitary\pituitary_0499.jpg,kd-tree-only_4_compressed_pituitary_0499.jpg,10.5,data/compressed/multiTest\kd-tree-only_4_compressed_pituitary_0499.jpg,1:2,3.5078,3.2088,0,3.3268,0.0393,24.1036,0.6817,0
kd-tree-only,5,glioma_0132.jpg,53.32,data/dataset/glioma\glioma_0132.jpg,kd-tree-only_5_compressed_glioma_0132.jpg,9.64,data/compressed/multiTest\kd-tree-only_5_compressed_glioma_0132.jpg,1:5,3.7935,3.0493,0,3.1497,0.0403,23.0564,0.7623,0
kd-tree-only,5,glioma_0990.jpg,53.23,data/dataset/glioma\glioma_0990.jpg,kd-tree-only_5_compressed_glioma_0990.jpg,9.3,data/compressed/multiTest\kd-tree-only_5_compressed_glioma_0990.jpg,1:5,3.1629,3.1008,0,3.2205,0.0334,23.5434,0.774,0
kd-tree-only,5,glioma_0322.jpg,52.54,data/dataset/glioma\glioma_0322.jpg,kd-tree-only_5_compressed_glioma_0322.jpg,9.14,data/compressed/multiTest\kd-tree-only_5_compressed_glioma_0322.jpg,1:5,4.3341,3.0681,0,3.1815,0.0396,23.6845,0.7848,0
kd-tree-only,5,glioma_0296.jpg,52.2,data/dataset/glioma\glioma_0296.jpg,kd-tree-only_5_compressed_glioma_0296.jpg,8.55,data/compressed/multiTest\kd-tree-only_5_compressed_glioma_0296.jpg,1:6,3.1187,3.0789,0,3.1791,0.0359,26.6525,0.8117,0
kd-tree-only,5,glioma_0102.jpg,50.99,data/dataset/glioma\glioma_0102.jpg,kd-tree-only_5_compressed_glioma_0102.jpg,8.86,data/compressed/multiTest\kd-tree-only_5_compressed_glioma_0102.jpg,1:5,3.3678,3.0758,0,3.1837,0.0349,24.6696,0.7722,0
kd-tree-only,5,glioma_0840.jpg,34.0,data/dataset/glioma\glioma_0840.jpg,kd-tree-only_5_compressed_glioma_0840.jpg,5.81,data/compressed/multiTest\kd-tree-only_5_compressed_glioma_0840.jpg,1:5,3.0276,3.3076,0,3.4377,0.0321,26.5523,0.8803,0
kd-tree-only,5,glioma_0557.jpg,34.01,data/dataset/glioma\glioma_0557.jpg,kd-tree-only_5_compressed_glioma_0557.jpg,6.29,data/compressed/multiTest\kd-tree-only_5_compressed_glioma_0557.jpg,1:5,3.0005,3.1625,0,3.2755,0.0342,25.044,0.8653,0
kd-tree-only,5,glioma_0386.jpg,34.02,data/dataset/glioma\glioma_0386.jpg,kd-tree-only_5_compressed_glioma_0386.jpg,6.06,data/compressed/multiTest\kd-tree-only_5_compressed_glioma_0386.jpg,1:5,2.9795,3.1795,0,3.2811,0.037,28.2083,0.8658,0
kd-tree-only,5,glioma_0769.jpg,34.04,data/dataset/glioma\glioma_0769.jpg,kd-tree-only_5_compressed_glioma_0769.jpg,6.25,data/compressed/multiTest\kd-tree-only_5_compressed_glioma_0769.jpg,1:5,3.4533,3.229,0,3.3403,0.0469,26.1737,0.8608,0
kd-tree-only,5,glioma_0159.jpg,34.04,data/dataset/glioma\glioma_0159.jpg,kd-tree-only_5_compressed_glioma_0159.jpg,6.13,data/compressed/multiTest\kd-tree-only_5_compressed_glioma_0159.jpg,1:5,3.1903,3.1453,0,3.2491,0.0361,27.4012,0.8677,0
kd-tree-only,5,glioma_0934.jpg,19.43,data/dataset/glioma\glioma_0934.jpg,kd-tree-only_5_compressed_glioma_0934.jpg,3.59,data/compressed/multiTest\kd-tree-only_5_compressed_glioma_0934.jpg,1:5,3.16,3.3664,0,3.4874,0.0549,30.7906,0.9321,0
kd-tree-only,5,glioma_0171.jpg,19.81,data/dataset/glioma\glioma_0171.jpg,kd-tree-only_5_compressed_glioma_0171.jpg,3.68,data/compressed/multiTest\kd-tree-only_5_compressed_glioma_0171.jpg,1:5,2.8101,3.7031,0,3.8255,0.0347,30.8056,0.9444,0
kd-tree-only,5,glioma_0111.jpg,19.91,data/dataset/glioma\glioma_0111.jpg,kd-tree-only_5_compressed_glioma_0111.jpg,3.71,data/compressed/multiTest\kd-tree-only_5_compressed_glioma_0111.jpg,1:5,3.2604,3.2353,0,3.349,0.0321,32.8328,0.9333,0
kd-tree-only,5,glioma_0918.jpg,19.93,data/dataset/glioma\glioma_0918.jpg,kd-tree-only_5_compressed_glioma_0918.jpg,3.83,data/compressed/multiTest\kd-tree-only_5_compressed_glioma_0918.jpg,1:5,3.1449,3.3636,0,3.4797,0.0262,30.1536,0.9273,0
kd-tree-only,5,glioma_0558.jpg,20.02,data/dataset/glioma\glioma_0558.jpg,kd-tree-only_5_compressed_glioma_0558.jpg,3.78,data/compressed/multiTest\kd-tree-only_5_compressed_glioma_0558.jpg,1:5,2.9529,3.3634,0,3.4859,0.0415,29.1673,0.9338,0
kd-tree-only,5,pituitary_0048.jpg,328.59,data/dataset/pituitary\pituitary_0048.jpg,kd-tree-only_5_compressed_pituitary_0048.jpg,11.33,data/compressed/multiTest\kd-tree-only_5_compressed_pituitary_0048.jpg,1:29,3.1024,3.0798,0,3.1798,0.0495,22.0562,0.7293,0
kd-tree-only,5,pituitary_0681.jpg,266.28,data/dataset/pituitary\pituitary_0681.jpg,kd-tree-only_5_compressed_pituitary_0681.jpg,11.32,data/compressed/multiTest\kd-tree-only_5_compressed_pituitary_0681.jpg,1:23,3.2162,3.0661,0,3.1883,0.0288,22.6735,0.719,0
kd-tree-only,5,pituitary_0287.jpg,236.31,data/dataset/pituitary\pituitary_0287.jpg,kd-tree-only_5_compressed_pituitary_0287.jpg,7.96,data/compressed/multiTest\kd-tree-only_5_compressed_pituitary_0287.jpg,1:29,4.8801,3.0554,0,3.1644,0.0269,23.3067,0.8145,0
kd-tree-only,5,pituitary_0798.jpg,147.91,data/dataset/pituitary\pituitary_0798.jpg,kd-tree-only_5_compressed_pituitary_0798.jpg,8.68,data/compressed/multiTest\kd-tree-only_5_compressed_pituitary_0798.jpg,1:17,3.4051,3.0479,0,3.1553,0.0385,24.2288,0.7889,0
kd-tree-only,5,pituitary_0598.jpg,124.3,data/dataset/pituitary\pituitary_0598.jpg,kd-tree-only_5_compressed_pituitary_0598.jpg,9.85,data/compressed/multiTest\kd-tree-only_5_compressed_pituitary_0598.jpg,1:12,3.3364,3.062,0,3.1636,0.0439,24.4496,0.8051,0
kd-tree-only,5,pituitary_0274.jpg,48.93,data/dataset/pituitary\pituitary_0274.jpg,kd-tree-only_5_compressed_pituitary_0274.jpg,8.22,data/compressed/multiTest\kd-tree-only_5_compressed_pituitary_0274.jpg,1:5,2.8784,3.0729,0,3.1921,0.0346,24.3755,0.824,0
kd-tree-only,5,pituitary_0873.jpg,48.93,data/dataset/pituitary\pituitary_0873.jpg,kd-tree-only_5_compressed_pituitary_0873.jpg,8.67,data/compressed/multiTest\kd-tree-only_5_compressed_pituitary_0873.jpg,1:5,3.8008,3.0539,0,3.1614,0.0339,23.3793,0.8109,0
kd-tree-only,5,pituitary_0971.jpg,48.95,data/dataset/pituitary\pituitary_0971.jpg,kd-tree-only_5_compressed_pituitary_0971.jpg,8.41,data/compressed/multiTest\kd-tree-only_5_compressed_pituitary_0971.jpg,1:5,3.174,3.0488,0,3.1694,0.0317,24.5391,0.8008,0
kd-tree-only,5,pituitary_0816.jpg,48.95,data/dataset/pituitary\pituitary_0816.jpg,kd-tree-only_5_compressed_pituitary_0816.jpg,8.73,data/compressed/multiTest\kd-tree-only_5_compressed_pituitary_0816.jpg,1:5,3.5603,3.0392,0,3.1316,0.0464,24.8807,0.8196,0
kd-tree-only,5,pituitary_0217.jpg,48.97,data/dataset/pituitary\pituitary_0217.jpg,kd-tree-only_5_compressed_pituitary_0217.jpg,8.58,data/compressed/multiTest\kd-tree-only_5_compressed_pituitary_0217.jpg,1:5,3.4081,3.0508,0,3.1583,0.0271,24.797,0.7965,0
kd-tree-only,5,pituitary_0106.jpg,20.61,data/dataset/pituitary\pituitary_0106.jpg,kd-tree-only_5_compressed_pituitary_0106.jpg,9.92,data/compressed/multiTest\kd-tree-only_5_compressed_pituitary_0106.jpg,1:2,3.0841,3.2409,0,3.3572,0.032,25.1625,0.7151,0
kd-tree-only,5,pituitary_0249.jpg,20.92,data/dataset/pituitary\pituitary_0249.jpg,kd-tree-only_5_compressed_pituitary_0249.jpg,10.2,data/compressed/multiTest\kd-tree-only_5_compressed_pituitary_0249.jpg,1:2,3.9479,3.1707,0,3.2681,0.0506,24.2659,0.687,0
kd-tree-only,5,pituitary_0498.jpg,20.98,data/dataset/pituitary\pituitary_0498.jpg,kd-tree-only_5_compressed_pituitary_0498.jpg,10.35,data/compressed/multiTest\kd-tree-only_5_compressed_pituitary_0498.jpg,1:2,3.3512,3.2427,0,3.3461,0.0404,24.3704,0.7008,0
kd-tree-only,5,pituitary_0218.jpg,21.46,data/dataset/pituitary\pituitary_0218.jpg,kd-tree-only_5_compressed_pituitary_0218.jpg,10.33,data/compressed/multiTest\kd-tree-only_5_compressed_pituitary_0218.jpg,1:2,2.9932,3.3176,0,3.4238,0.0482,24.4273,0.6904,0
kd-tree-only,5,pituitary_0499.jpg,21.79,data/dataset/pituitary\pituitary_0499.jpg,kd-tree-only_5_compressed_pituitary_0499.jpg,10.5,data/compressed/multiTest\kd-tree-only_5_compressed_pituitary_0499.jpg,1:2,3.5826,3.1682,0,3.2843,0.0356,24.1036,0.6817,0
